NAME,RA_CLUSTER,DEC_CLUSTER,RADEC_ERR,RA_OPTICAL,DEC_OPTICAL,RA_BCG,DEC_BCG,REFMAG_BCG,BEST_Z,BEST_Z_ERR,BEST_Z_TYPE,Z_LAMBDA,LIT_Z,LIT_Z_ERR,LIT_Z_SRC,SPEC_Z_BOOT,SPEC_Z_BOOT_ERR,N_MEMBERS,BCG_SPEC_Z,VDISP_BOOT,VDISP_BOOT_ERR,VDISP_BOOT_FLAG,VDISP_TYPE,LAMBDA_NORM,LAMBDA_NORM_ERR,LAMBDA_OPT_NORM,LAMBDA_OPT_NORM_ERR,SCALEVAL,MASKFRAC,RUN,LMAX,NHI,EXT_LIKE,SHARED_MEMBERS,IN_FOOTPRINT,LIMMAG_G,IN_ZVLIM,ZVLIM_02,ZVLIM_04,GAIA_10MAG_30_ARCSEC,NGC_30_ARCSEC,HECATE_30_ARCSEC,RA_XFIT,DEC_XFIT,PCONT,EXP,CR500,CTS500,F500,F500_L,F500_H,L500,L500_L,L500_H,CR500_0520,CTS500_0520,F500_0520,F500_L_0520,F500_H_0520,L500_0520,L500_L_0520,L500_H_0520,Lbol500,Lbol500_L,Lbol500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H,MATCH_NAME
1eRASS J003508.1-674116,8.7841,-67.68805,29.64,8.6379,-67.60804,8.6379,-67.60804,13.713,0.06856,1.5E-4,cg_spec_z,0.07246,,,none,,,0,0.06856,,,,nan,16.13,1.76,14.33,1.69,1.05128,0.049,legacy_dr10_grz_z_v0.9,26.0253,0.01869,14.75774,true,true,24.11,true,0.671,0.903,false,false,false,8.7768,-67.6852,0.0069,151.2,0.508,76.8,44.564,32.531,59.276,5.688,4.143,7.646,0.423,63.9,34.258,25.103,46.285,4.046,2.928,5.528,9.297,6.671,13.233,1.06,0.65,1.9,29.51,21.76,35.17,6.05,4.69,7.73,0.048,0.033,0.067,584.0,537.0,634.0,
1eRASS J003725.9-390715,9.358,-39.12095,12.22,9.3648,-39.1295,9.3648,-39.1295,13.502,0.06306,3.7E-4,spec_z_boot,0.0725,0.06494,,MARDY3,0.06306,3.7E-4,10,0.06367,280.53,91.1,0.0,gapper,33.95,2.57,34.22,2.56,1.04602,0.045,legacy_dr10_grz_z_v0.9,69.1096,0.03155,29.65068,false,true,23.58,true,0.987,1.22,false,false,false,9.3602,-39.1216,0.0,97.0,1.802,174.8,162.476,142.689,181.021,18.552,16.28,20.622,1.49,144.5,125.722,110.629,139.771,12.706,11.156,14.12,30.22,26.257,35.117,1.52,1.43,2.31,73.75,62.7,82.99,14.5,13.16,15.92,0.051,0.042,0.059,783.0,758.0,808.0,MARDY3_MARDJ003733.4-390649
1eRASS J003730.5-485638,9.3773,-48.94405,5.82,9.3783,-48.94684,9.3783,-48.94684,12.934,0.0733,1.4E-4,cg_spec_z,0.08164,0.07016,,MARDY3,,,0,0.0733,,,,nan,19.5,2.48,19.65,2.48,1.07026,0.063,legacy_dr10_grz_z_v0.9,26.5175,0.01202,14.61058,false,true,24.44,true,0.784,1.042,false,false,false,9.3742,-48.9456,1.0E-4,112.9,1.346,151.9,128.324,108.458,150.025,17.491,14.769,20.521,1.075,121.3,92.591,78.327,108.371,12.057,10.163,14.093,41.875,29.192,70.526,5.95,1.74,11.17,74.71,62.96,85.05,12.38,10.99,14.21,0.06,0.048,0.072,740.0,712.0,775.0,MARDY3_MARDJ003730.8-485643
1eRASS J003831.3-290442,9.6307,-29.07853,8.93,9.6288,-29.08164,9.6288,-29.08164,14.24,0.1122,9.5E-4,spec_z_boot,0.1034,0.1225,,MARDY3,0.1122,9.5E-4,14,0.11228,618.73,164.21,0.0,gapper,20.19,2.38,20.31,2.38,1.04217,0.041,legacy_dr10_grz_z_v0.9,22.0703,0.01732,7.76858,false,true,24.59,true,1.12,1.357,false,false,false,9.6313,-29.0794,0.0083,113.7,0.507,57.6,46.995,36.696,59.708,16.351,12.765,20.917,0.408,46.4,34.6,27.063,43.885,11.272,8.79,14.337,32.694,23.318,51.601,1.83,1.24,9.31,64.06,50.24,76.31,10.64,8.72,12.55,0.06,0.045,0.08,695.0,650.0,734.0,MARDY3_MARDJ003827.6-290520
1eRASS J003936.5-285510,9.9023,-28.91971,25.89,9.9859,-28.90958,9.9859,-28.90958,14.536,0.11238,4.0E-4,spec_z_boot,0.10522,,,none,0.11238,4.0E-4,27,,547.21,117.76,0.0,biweight,30.59,2.78,24.4,2.43,1.03899,0.033,legacy_dr10_grz_z_v0.9,22.9995,0.01578,20.02086,false,true,25.0,true,1.166,1.429,false,false,false,9.9008,-28.92,0.0126,112.1,0.339,38.0,31.091,22.092,40.52,10.793,7.722,13.896,0.275,30.8,23.254,16.631,29.739,7.532,5.399,9.703,22.104,13.725,40.154,-1.0,0.92,-1.0,40.08,26.02,52.09,7.0,5.51,9.18,0.057,0.036,0.081,604.0,558.0,662.0,
1eRASS J003956.8-554049,9.9867,-55.68052,13.24,9.984,-55.67388,9.984,-55.67388,14.722,0.15374,1.5E-4,cg_spec_z,0.16425,,,none,,,0,0.15374,,,,nan,23.71,2.24,24.17,2.22,1.03459,0.033,legacy_dr10_grz_z_v0.9,34.486,0.0131,12.60227,false,true,24.32,true,0.771,1.029,false,false,false,9.981,-55.6765,0.0053,142.8,0.365,52.1,33.22,25.269,41.803,22.438,16.856,28.2,0.292,41.7,24.278,18.454,30.264,15.59,11.689,19.401,41.319,29.821,62.444,-1.0,1.08,-1.0,81.32,59.86,98.7,12.22,10.21,15.53,0.063,0.045,0.085,718.0,676.0,777.0,
1eRASS J004007.8-560856,10.0329,-56.14911,14.28,9.9381,-56.06546,10.2037,-56.21416,12.046,0.02816,3.6E-4,spec_z_boot,0.04582,0.0274,0.005,RXGCC,0.02816,3.6E-4,11,0.0275,284.69,63.95,0.0,gapper,22.73,2.85,21.86,2.71,1.08621,0.08,legacy_dr10_grz_z_v0.9,15.192,0.01334,10.88355,false,true,24.01,true,0.7,0.946,false,false,false,10.0354,-56.1524,0.0,143.4,5.383,771.9,499.848,454.33,557.092,9.817,8.919,10.981,4.306,617.4,365.28,332.861,409.143,6.719,6.129,7.54,17.213,14.713,20.982,1.45,1.24,3.43,60.0,56.79,63.2,10.87,9.93,11.78,0.055,0.05,0.061,719.0,698.0,739.0,"ABELL_A2806,MCXC_J0040.1-5607,RXGCC_29"
1eRASS J004125.9-610508,10.3583,-61.08562,13.16,10.3729,-61.08168,10.3729,-61.08168,13.671,0.06437,0.01252,photo_z,0.06437,,,none,,,0,,,,,nan,14.28,2.16,14.39,2.16,1.11211,0.099,legacy_dr10_grz_z_v0.9,28.5361,0.0139,7.12222,false,true,23.73,true,0.794,1.051,false,false,false,10.3601,-61.0866,0.0019,158.5,0.634,100.5,57.919,47.354,72.601,6.241,5.089,7.784,0.514,81.4,42.641,34.729,53.278,4.336,3.513,5.397,10.728,8.443,15.632,1.38,1.09,3.37,33.7,28.63,38.49,6.39,5.45,7.47,0.052,0.042,0.065,596.0,565.0,628.0,
1eRASS J004207.0-283154,10.5294,-28.53184,7.38,10.537,-28.53574,10.537,-28.53574,13.785,0.10749,4.8E-4,spec_z_boot,0.10671,0.1086,0.0,ACTDR5,0.10749,4.8E-4,45,0.1086,756.65,86.2,0.0,biweight,64.93,3.05,65.48,3.1,1.03881,0.037,legacy_dr10_grz_z_v0.9,124.5263,0.01559,201.22626,false,true,25.16,true,1.109,1.344,false,false,false,10.5328,-28.5334,0.0,113.8,8.299,944.4,784.985,750.91,821.598,243.338,232.076,255.501,6.644,756.0,571.467,546.884,598.799,166.982,159.373,174.866,512.956,461.095,596.238,3.89,3.03,6.08,512.45,479.72,541.54,62.85,58.76,68.57,0.081,0.073,0.088,1258.0,1230.0,1295.0,"ACTDR5_ACT-CL J0042.1-2832,MARDY3_MARDJ004207.9-283209,MCXC_J0042.1-2832,PSZ1_G357.94-87.52,PSZ2_PSZ2 G358.21-87.49,RXGCC_32,SPTECS_J0042-2831,XCLASS_23788"
1eRASS J004538.9-684952,11.4124,-68.83136,3.86,11.4016,-68.82848,11.4016,-68.82848,15.099,0.17274,0.00434,photo_z,0.17274,,,none,,,0,,,,,nan,59.25,3.06,58.66,3.05,1.03031,0.029,legacy_dr10_grz_z_v0.9,99.1987,0.02588,29.12014,false,true,23.53,true,0.775,1.033,false,false,false,11.4155,-68.8319,0.0,164.7,1.469,241.9,130.858,117.348,146.985,121.127,108.235,135.732,1.2,197.6,98.762,89.017,110.968,83.493,74.472,93.8,191.075,170.251,218.48,1.5,1.32,1.94,328.2,299.99,353.6,43.44,39.57,48.01,0.075,0.066,0.085,1088.0,1055.0,1125.0,PSZ2_PSZ2 G303.72-48.28
1eRASS J004550.4-633456,11.46,-63.5825,8.02,11.4622,-63.58591,11.4622,-63.58591,13.941,0.08679,0.00801,photo_z,0.08679,0.07797,,MARDY3,0.08388,0.00389,3,,1120.98,665.81,0.41,gapper,65.36,3.84,65.48,3.84,1.06388,0.062,legacy_dr10_grz_z_v0.9,140.6145,0.01695,35.24945,false,true,23.75,true,0.668,0.898,false,false,false,11.467,-63.5824,0.0,167.1,2.226,372.0,205.892,187.323,224.436,41.978,38.073,45.751,1.785,298.2,150.891,137.226,164.598,28.662,26.075,31.247,72.562,64.232,83.842,2.16,1.52,3.35,179.5,168.95,189.99,24.9,22.59,27.13,0.072,0.065,0.081,930.0,901.0,958.0,MARDY3_MARDJ004551.5-633436
1eRASS J004643.1-544434,11.6798,-54.7429,7.64,11.6965,-54.74272,11.7367,-54.67276,14.24,0.09074,0.00803,photo_z,0.09074,,,none,,,0,,,,,nan,28.29,2.73,28.71,2.76,1.05763,0.05,legacy_dr10_grz_z_v0.9,43.7504,0.0176,5.74208,false,true,24.25,true,0.809,1.064,false,false,false,11.6889,-54.734,0.0,126.8,1.086,137.7,104.137,84.283,126.262,22.449,18.17,27.155,0.879,111.4,76.481,61.9,92.777,15.536,12.596,18.79,75.277,47.095,118.03,-1.0,4.7,-1.0,109.32,100.6,120.08,14.79,12.75,16.9,0.074,0.063,0.088,781.0,743.0,817.0,
1eRASS J004727.1-481419,11.8632,-48.23886,34.16,11.8628,-48.23682,11.8628,-48.23682,12.897,0.04993,4.0E-4,spec_z_boot,0.06464,0.0491,,ABELL,0.04993,4.0E-4,6,0.04979,262.47,78.31,0.0,gapper,10.16,1.96,10.21,1.96,1.06453,0.06,legacy_dr10_grz_z_v0.9,15.0117,0.03146,39.68694,false,true,23.98,true,0.667,0.898,false,false,false,11.8674,-48.2364,0.004,108.9,1.058,115.3,99.153,84.642,114.058,6.711,5.667,7.775,0.876,95.5,75.936,64.318,87.262,4.641,3.92,5.367,15.511,11.142,25.769,-1.0,1.27,-1.0,30.03,22.52,35.99,7.15,6.4,7.97,0.041,0.031,0.052,621.0,599.0,644.0,ABELL_S78
1eRASS J004922.3-293108,12.343,-29.51898,6.41,12.3453,-29.52024,12.3453,-29.52024,13.509,0.1085,7.3E-4,spec_z_boot,0.11226,0.109,,XCLASS,0.1085,7.3E-4,25,0.108,715.79,126.9,0.0,biweight,47.55,2.91,47.49,2.92,1.04109,0.042,legacy_dr10_grz_z_v0.9,76.287,0.01737,102.0189,false,true,24.03,true,0.859,1.113,false,false,false,12.3444,-29.5164,0.0,116.7,3.345,390.2,318.993,296.686,341.581,100.4,93.081,108.12,2.695,314.4,233.913,217.53,250.538,69.253,64.307,74.316,255.516,202.519,364.918,-1.0,3.23,-1.0,291.21,272.61,310.07,39.52,36.39,43.03,0.073,0.066,0.081,1078.0,1048.0,1109.0,"ABELL_S84,MARDY3_MARDJ004921.4-293134,MCXC_J0049.4-2931,RXGCC_38,XCLASS_926"
1eRASS J005041.4-501645,12.6727,-50.2792,12.56,12.674,-50.28295,12.674,-50.28295,15.762,0.1633,0.00415,photo_z,0.1633,,,none,,,0,,,,,nan,31.73,2.29,31.51,2.3,1.02384,0.023,legacy_dr10_grz_z_v0.9,56.2276,0.01582,9.78702,false,true,24.45,true,1.33,1.45,false,false,false,12.6768,-50.2788,0.0057,119.2,0.37,44.1,35.559,27.393,44.297,25.874,19.863,32.272,0.298,35.5,25.913,19.984,32.278,17.864,13.696,22.347,80.317,49.627,127.163,-1.0,2.91,-1.0,86.33,65.37,105.64,13.18,10.08,16.77,0.065,0.046,0.089,734.0,671.0,795.0,
1eRASS J005109.9-483416,12.7916,-48.57128,8.17,12.7941,-48.57302,12.7941,-48.57302,14.285,0.1873,4.0E-4,cg_spec_z,0.19051,0.18405,,MARDY3,,,0,0.1873,,,,nan,57.2,3.25,57.29,3.25,1.03957,0.039,legacy_dr10_grz_z_v0.9,103.2592,0.02915,21.57462,false,true,24.39,true,0.82,1.075,false,false,false,12.7889,-48.5717,1.0E-4,103.0,1.205,124.0,115.278,97.533,133.15,118.752,99.062,137.449,0.99,102.0,86.589,73.251,100.038,82.191,68.757,94.987,432.93,297.971,624.64,-1.0,5.95,-1.0,361.9,314.75,411.54,42.23,35.85,48.12,0.086,0.071,0.108,1072.0,1015.0,1120.0,"ACTDR5_ACT-CL J0051.1-4834,MARDY3_MARDJ005109.8-483416,MCXC_J0051.1-4833,SPT2500D_SPT-CLJ0051-4834"
1eRASS J005500.2-684538,13.751,-68.7607,5.16,13.7581,-68.7597,13.7581,-68.7597,15.314,0.1663,0.00421,photo_z,0.1663,,,none,,,0,,,,,nan,30.79,2.67,30.82,2.69,1.04208,0.043,legacy_dr10_grz_z_v0.9,45.5288,0.0377,23.00388,false,true,23.72,true,0.667,0.896,false,false,false,13.7529,-68.761,1.0E-4,160.6,0.769,123.6,72.179,62.172,83.22,59.362,51.396,69.265,0.637,102.4,55.126,47.557,63.395,40.76,35.283,47.501,129.185,103.157,189.656,-1.0,1.83,-1.0,163.81,134.53,190.22,26.36,23.9,29.97,0.061,0.049,0.074,923.0,894.0,964.0,
1eRASS J005529.6-684329,13.8735,-68.72489,6.49,13.7581,-68.7597,13.7581,-68.7597,15.314,0.16771,0.00439,photo_z,0.16771,,,none,,,0,,,,,nan,24.21,3.15,32.94,3.27,1.08556,0.08,legacy_dr10_grz_z_v0.9,15.6267,0.03609,4.85127,true,true,23.94,true,0.738,0.991,false,false,false,13.8716,-68.7266,0.0415,162.9,0.158,25.7,14.696,8.217,23.222,12.891,7.11,20.421,0.131,21.3,11.2,6.262,17.813,8.834,4.869,14.055,29.743,15.7,57.677,-1.0,1.34,-1.0,33.54,3.92,57.11,8.02,5.2,11.27,0.042,0.016,0.085,621.0,537.0,695.0,
1eRASS J005546.8-372401,13.9452,-37.40051,8.0,13.9438,-37.29115,13.9438,-37.29115,14.334,0.05553,0.00129,spec_z_boot,0.05912,,,none,0.05553,0.00129,4,0.05491,509.51,157.3,0.0,gapper,10.07,1.86,13.57,1.83,1.06403,0.057,legacy_dr10_grz_z_v0.9,10.3992,0.03553,3.40109,false,true,23.19,true,0.353,0.484,false,false,false,13.9435,-37.4008,0.0017,126.9,1.811,229.8,174.536,142.637,219.738,14.397,11.722,18.121,1.502,190.6,132.404,108.173,166.434,9.986,8.144,12.576,65.409,43.348,92.006,-1.0,12.65,-1.0,82.24,73.3,90.06,12.5,10.6,14.13,0.065,0.056,0.079,747.0,707.0,778.0,
1eRASS J005724.6-261631,14.3527,-26.27546,,14.3454,-26.28133,14.3454,-26.28133,13.722,0.11502,9.2E-4,spec_z_boot,0.11527,0.113,,MCXC,0.11502,9.2E-4,5,0.11281,348.18,90.7,0.0,gapper,37.67,2.79,37.84,2.78,1.08447,0.076,legacy_dr10_grz_z_v0.9,88.0227,0.01723,36.09519,false,true,23.04,true,0.815,1.07,false,false,false,14.3531,-26.2797,0.0,188.3,1.54,289.9,145.548,132.189,159.83,52.408,47.438,57.48,1.237,232.9,106.658,96.858,117.045,35.937,32.614,39.457,117.671,95.457,159.142,3.77,2.37,7.98,184.08,165.28,200.5,27.45,25.08,29.75,0.067,0.058,0.076,952.0,924.0,978.0,"ABELL_A122,MCXC_J0057.4-2616,XCLASS_2224"
1eRASS J005803.2-664817,14.5135,-66.80482,,14.5961,-66.81278,14.4522,-67.04011,13.079,0.06553,8.7E-4,spec_z_boot,0.06996,0.0661,,MCXC,0.06553,8.7E-4,7,0.06403,706.33,428.96,0.0,gapper,40.49,2.72,40.84,2.83,1.05515,0.057,legacy_dr10_grz_z_v0.9,102.6727,0.02348,26.20022,false,true,24.26,true,0.684,0.923,false,false,false,14.5435,-66.8208,0.0,184.4,2.83,521.7,268.034,248.403,288.184,30.565,28.307,32.884,2.305,424.9,199.807,185.139,214.887,21.017,19.458,22.6,71.909,57.293,99.441,4.44,2.63,8.6,124.53,113.42,134.75,19.44,17.87,20.88,0.064,0.057,0.071,863.0,839.0,884.0,MCXC_J0057.8-6648
1eRASS J005910.1-285933,14.7921,-28.99273,14.01,14.7886,-28.99568,14.7886,-28.99568,14.914,0.19898,0.00171,spec_z_boot,0.1948,,,none,0.19898,0.00171,4,0.1999,652.76,233.71,0.0,gapper,33.64,2.4,33.79,2.37,1.00647,0.006,legacy_dr10_grz_z_v0.9,38.1385,0.01975,5.96006,false,true,24.21,true,0.857,1.11,false,false,false,14.7907,-28.9919,0.0025,115.5,0.493,57.0,46.75,37.291,56.888,54.25,43.175,65.457,0.398,46.0,34.341,27.468,41.774,37.303,29.846,45.177,143.06,97.143,243.003,-1.0,2.48,-1.0,177.51,153.9,199.44,22.02,17.92,25.24,0.082,0.067,0.102,860.0,803.0,900.0,
1eRASS J005946.0-294003,14.9419,-29.66761,10.63,14.9309,-29.61836,14.9309,-29.61836,15.522,0.16161,4.0E-4,cg_spec_z,0.16238,,,none,0.16006,0.00525,3,0.16161,1483.57,889.72,0.67,gapper,13.79,1.7,11.52,1.77,1.03812,0.037,legacy_dr10_grz_z_v0.9,21.7048,0.01589,10.36622,false,true,23.97,true,0.811,1.067,false,false,false,14.9365,-29.6652,0.0186,114.5,0.472,54.0,39.617,32.997,47.49,31.726,26.619,37.892,0.395,45.3,30.693,25.708,36.849,23.306,19.442,28.106,45.819,38.159,56.15,1.07,0.7,1.32,82.73,64.77,101.85,16.83,13.57,19.03,0.05,0.037,0.066,796.0,741.0,830.0,
1eRASS J010025.9-390836,15.108,-39.1435,10.53,15.1076,-39.14282,15.1076,-39.14282,15.789,0.19949,0.00486,photo_z,0.19949,0.20122,,MARDY3,,,0,,,,,nan,22.29,1.76,22.28,1.76,1.01028,0.007,legacy_dr10_grz_z_v0.9,36.5313,0.02606,21.05062,false,true,24.35,true,0.801,1.057,false,false,false,15.1036,-39.1458,0.0036,129.9,0.546,70.9,50.198,40.96,59.129,63.034,51.906,74.604,0.442,57.5,37.557,30.693,44.108,43.187,35.519,51.223,114.812,91.954,169.405,2.04,1.4,4.61,121.75,83.65,155.38,24.56,21.2,28.19,0.049,0.033,0.066,891.0,849.0,933.0,MARDY3_MARDJ010030.8-390922
1eRASS J010159.4-395638,15.4975,-39.94405,8.51,15.4987,-39.94001,15.4987,-39.94001,15.64,0.19889,0.00482,photo_z,0.19888,0.20338,,MARDY3,,,0,,,,,nan,56.11,3.59,57.09,3.57,1.07041,0.067,legacy_dr10_grz_z_v0.9,75.8657,0.01873,19.44424,false,true,24.25,true,0.711,0.959,false,false,false,15.4991,-39.9423,1.0E-4,132.6,0.792,105.0,76.638,67.008,89.093,85.978,75.681,100.564,0.643,85.3,56.358,49.3,65.518,59.736,52.531,69.679,372.536,244.314,511.866,-1.0,9.61,-1.0,274.23,245.56,300.69,32.05,29.45,36.78,0.082,0.071,0.096,974.0,947.0,1020.0,MARDY3_MARDJ010159.2-395552
1eRASS J010210.5-673436,15.5442,-67.57685,17.63,15.5513,-67.58116,15.5513,-67.58116,13.775,0.06521,9.2E-4,spec_z_boot,0.07222,0.0656,,ABELL,0.06521,9.2E-4,4,,316.3,112.98,0.0,gapper,16.31,1.85,16.3,1.84,1.04988,0.049,legacy_dr10_grz_z_v0.9,32.4679,0.02607,4.43626,false,true,24.25,true,0.63,0.842,false,false,false,15.5476,-67.5723,0.0015,178.4,0.655,116.9,56.866,34.772,87.284,6.773,4.032,10.322,0.545,97.3,44.75,26.307,67.535,4.825,2.831,7.297,11.453,6.994,19.769,1.18,0.67,5.62,34.14,26.17,40.52,6.8,4.92,9.02,0.049,0.034,0.069,608.0,546.0,668.0,ABELL_A2859
1eRASS J010349.9-555246,15.9582,-55.87945,9.85,15.9555,-55.87306,15.9555,-55.87306,15.74,0.16157,0.00418,photo_z,0.16157,,,none,,,0,,,,,nan,28.39,2.11,27.98,2.09,1.01472,0.015,legacy_dr10_grz_z_v0.9,49.4188,0.02045,3.13887,false,true,24.31,true,0.851,1.104,false,false,false,15.9577,-55.8783,0.0051,136.2,0.445,60.6,40.032,28.701,53.242,31.259,22.321,42.272,0.361,49.2,30.058,21.399,39.805,21.891,15.344,29.283,57.358,40.245,79.992,-1.0,1.08,-1.0,112.7,91.68,130.02,16.63,13.06,21.83,0.067,0.049,0.09,793.0,732.0,868.0,
1eRASS J010445.8-394539,16.1911,-39.76104,30.1,16.209,-39.76363,16.0173,-39.78315,14.262,0.10692,9.6E-4,spec_z_boot,0.111,,,none,0.10692,9.6E-4,3,0.10731,241.34,164.12,0.0,gapper,18.17,1.91,17.85,1.96,1.02869,0.027,legacy_dr10_grz_z_v0.9,30.0931,0.01707,6.47978,false,true,24.34,true,0.653,0.876,false,false,false,16.1913,-39.7616,0.0127,132.4,0.412,54.5,38.912,29.464,49.228,12.044,9.08,15.196,0.331,43.8,28.654,21.648,36.121,8.25,6.28,10.445,27.868,17.429,53.254,-1.0,1.34,-1.0,57.28,45.8,67.35,8.93,7.21,10.75,0.064,0.048,0.084,657.0,611.0,699.0,
1eRASS J010609.0-554437,16.5376,-55.74364,25.65,16.5821,-55.7471,16.5821,-55.7471,14.755,0.1279,0.00492,photo_z,0.1279,,,none,,,0,,,,,nan,33.73,2.25,34.37,2.15,1.03186,0.032,legacy_dr10_grz_z_v0.9,46.4041,0.02226,15.60643,false,true,24.24,true,0.813,1.068,false,false,false,16.5521,-55.7458,0.0298,132.7,0.209,27.7,19.033,12.968,28.906,8.822,5.904,13.113,0.171,22.7,14.265,9.647,21.642,6.108,4.084,9.147,17.307,11.612,29.933,-1.0,0.79,-1.0,26.6,10.82,39.27,6.48,4.43,9.16,0.038,0.017,0.071,586.0,516.0,658.0,
1eRASS J010750.4-364317,16.9603,-36.72163,3.12,16.96,-36.7229,16.96,-36.7229,14.716,0.12127,4.0E-4,cg_spec_z,0.1212,0.11227,,MARDY3,,,0,0.12127,,,,nan,58.87,3.19,58.89,3.19,1.05066,0.047,legacy_dr10_grz_z_v0.9,74.2245,0.01946,52.41438,true,true,23.91,true,0.754,1.011,false,false,false,16.9599,-36.7212,0.0,127.2,1.852,235.5,170.444,146.422,200.331,67.301,57.932,79.271,1.491,189.6,125.915,108.385,148.194,45.96,39.65,54.258,116.235,97.929,140.183,1.84,1.63,2.79,175.11,136.34,212.47,33.47,29.86,36.23,0.054,0.042,0.066,1015.0,977.0,1042.0,"MARDY3_MARDJ010750.5-364343,MCXC_J0107.8-3643"
1eRASS J010756.6-465217,16.9862,-46.87164,17.75,0.0,0.0,17.0475,-47.13572,12.485,0.02307,5.4E-4,spec_z_boot,0.04199,,,none,0.02307,5.4E-4,14,0.02391,586.94,249.72,0.0,gapper,18.28,2.8,0.0,0.0,1.09724,0.095,legacy_dr10_grz_z_v0.9,4.4695,0.01629,9.20405,false,true,24.26,true,0.818,1.074,false,false,false,16.9757,-46.8734,3.0E-4,117.8,2.765,325.8,237.527,201.529,286.349,3.193,2.711,3.849,2.318,273.1,186.481,157.374,224.046,2.32,1.965,2.791,4.696,3.933,5.786,1.07,0.94,1.26,22.39,20.12,24.71,5.01,4.35,5.62,0.045,0.038,0.053,556.0,531.0,578.0,
1eRASS J010805.8-364711,17.0244,-36.78654,9.9,17.0588,-36.79339,16.96,-36.7229,14.716,0.121,0.00508,photo_z,0.121,,,none,,,0,0.12127,,,,nan,62.0,2.81,56.45,2.78,1.01377,0.013,legacy_dr10_grz_z_v0.9,88.3798,0.02106,3.3413,false,true,24.28,true,0.849,1.102,false,false,false,17.0299,-36.7772,2.0E-4,127.2,0.817,103.9,75.245,42.792,100.624,31.349,17.434,41.722,0.665,84.6,56.037,32.06,74.911,21.563,12.136,28.808,59.652,35.417,87.381,-1.0,1.28,-1.0,119.46,89.97,137.46,17.57,13.24,22.79,0.064,0.044,0.092,819.0,745.0,893.0,
1eRASS J010839.1-402039,17.1631,-40.34438,7.97,17.1623,-40.34045,17.1623,-40.34045,14.321,0.14581,0.00433,photo_z,0.14581,0.14251,,MARDY3,,,0,,,,,nan,65.02,3.96,65.52,3.94,1.07731,0.073,legacy_dr10_grz_z_v0.9,124.3193,0.02245,34.07066,false,true,24.32,true,0.835,1.089,false,false,false,17.1623,-40.3442,0.0,134.1,1.262,169.2,117.607,105.733,131.857,73.726,65.612,82.852,1.02,136.8,87.041,78.2,97.467,50.407,45.105,56.534,142.273,120.256,180.094,2.49,1.61,4.21,228.08,201.64,249.95,31.83,27.81,34.65,0.072,0.061,0.083,990.0,947.0,1019.0,"MARDY3_MARDJ010839.3-402035,MCXC_J0108.5-4020"
1eRASS J010954.3-455544,17.4766,-45.92912,4.52,17.3979,-46.05448,17.8304,-45.93212,12.313,0.02376,4.8E-4,spec_z_boot,0.03942,0.0238,,PSZ2,0.02376,4.8E-4,18,0.0215,544.44,202.4,0.0,biweight,33.05,3.04,31.61,3.29,1.08985,0.08,legacy_dr10_grz_z_v0.9,32.8891,0.0128,22.1726,false,true,25.91,true,0.802,1.058,false,true,true,17.4772,-45.9275,0.0,115.2,13.212,1521.5,1230.726,1170.811,1298.268,17.075,16.23,18.003,10.499,1209.0,894.109,850.574,941.613,11.645,11.071,12.264,29.768,27.207,33.136,2.35,1.91,3.11,90.45,87.53,93.52,13.42,12.64,14.77,0.067,0.061,0.072,773.0,757.0,798.0,"ABELL_A2877,MARDY3_MARDJ011004.6-455543,MCXC_J0110.0-4555,PSZ2_PSZ2 G293.12-70.85,XCLASS_1909"
1eRASS J011004.5-360322,17.5188,-36.05617,7.03,17.5209,-36.05707,17.5209,-36.05707,14.128,0.12709,1.8E-4,cg_spec_z,0.1295,0.13206,,MARDY3,,,0,0.12709,,,,nan,15.27,1.9,15.32,1.92,1.06715,0.063,legacy_dr10_grz_z_v0.9,22.9427,0.01593,26.21756,false,true,24.18,true,0.834,1.088,false,false,true,17.5185,-36.0557,9.0E-4,126.8,0.883,111.9,84.347,73.432,99.07,36.639,31.704,43.7,0.711,90.2,61.625,53.747,72.443,25.34,21.991,30.036,100.681,71.657,160.459,3.99,3.02,19.81,109.56,80.64,137.83,20.62,18.4,23.26,0.053,0.038,0.067,862.0,830.0,897.0,MARDY3_MARDJ011005.2-360328
1eRASS J011104.2-293553,17.7678,-29.5981,7.45,17.769,-29.60053,17.769,-29.60053,15.432,0.15384,4.6E-4,spec_z_boot,0.15764,0.15744,,MARDY3,0.15384,4.6E-4,7,0.1536,169.21,46.7,0.0,gapper,29.8,2.26,29.9,2.28,1.03202,0.032,legacy_dr10_grz_z_v0.9,49.0776,0.01735,24.78707,false,true,23.96,true,0.768,1.026,false,false,false,17.7674,-29.5988,9.0E-4,138.4,0.669,92.6,62.845,53.474,72.465,42.099,35.611,48.803,0.537,74.4,45.798,38.934,52.902,28.941,24.551,33.424,85.011,67.295,135.351,-1.0,1.53,-1.0,118.35,94.23,139.36,21.13,18.38,25.6,0.055,0.043,0.069,861.0,822.0,918.0,MARDY3_MARDJ011101.8-293520
