name ra dec z
AS987 330.46207 -22.44444 0.0701
A3827 330.48334 -59.94944 0.0984
A2410 330.52457 -9.82444 0.0809
RXJ2202.7-1902 330.68707 -19.03611 0.4380
A3830 330.92068 -61.59101 0.2107
A2415 331.41876 -5.59333 0.0581
MOOJ2206+0906 331.61917 9.10889 0.6500
A3836 332.34708 -51.81500 0.1100
A2420 332.58209 -12.17611 0.0846
A2422 332.64532 6.33471 0.2406
RXCJ2211.7-0350 332.93582 -3.82972 0.2700
A3847 333.60709 -17.02667 0.1530
A2426 333.63583 -10.37167 0.0978
USGCU810 333.70001 13.83806 0.0258
MACSJ2214-1359 333.73923 -14.00299 0.4830
SPTCLJ2215-3537 333.76651 -35.62080 1.1600
A2428 334.06458 -9.34000 0.0851
A3854 334.43042 -35.72611 0.1492
RBS1847 334.50293 -65.18111 0.0941
WHLJ221815+193144 334.56482 19.52882 0.1107
MS2215.7-0404 334.57126 -3.83417 0.0900
A3856 334.68854 -38.89904 0.1379
SPTCLJ2218-4519 334.74582 -45.31611 0.6365
PSZ1G048.22-51.60 335.05209 -12.21639 0.5440
CLJ2220-5228 335.06000 -52.47722 0.1033
A3866 335.14459 -35.16500 0.1544
SL2SJ22214-0053 335.43207 -0.88417 0.3340
SPTCLJ2222-4834 335.71210 -48.57695 0.6519
WHLJ222314-013937 335.81100 -1.66100 0.2961
A2440 335.97043 -1.63778 0.0906
APMCC772 336.11459 -55.25611 0.0780
A2442 336.46249 -6.60333 0.0880
A2443 336.51083 17.37806 0.1080
HSCJ2226+0131 336.60446 1.52336 0.8312
PLCKG115.7+17.5 336.61334 78.31250 0.3000
A2445 336.73285 25.83592 0.1661
A3880 336.96832 -30.57000 0.0584
WHLJ222823-052030 337.09399 -5.34195 0.3338
MACSJ2228.5+2036 337.14166 20.62167 0.4120
MACSJ2229.7-2755 337.43832 -27.92694 0.3240
SPTCLJ2232-6000 338.14084 -59.99805 0.5948
SPTCLJ2233-5339 338.31876 -53.65389 0.4396
A3888 338.62918 -37.73500 0.1529
1WGAJ2235.3-2557 338.83582 -25.96167 1.3930
WHLJ223533.8+183353 338.89102 18.56468 0.0843
A2457 338.91998 1.48489 0.0578
Stephan-Quintet 338.99625 33.95861 0.0215
SPTCLJ2236-4555 339.21875 -45.93000 1.1600
GMBCGJ339.63+13.33 339.63040 13.33222 0.4100
A2462 339.81833 -17.32944 0.0733
WHLJ223924-054718 339.85291 -5.78444 0.2420
A2465 339.87582 -5.73917 0.2453
MCXCJ2239.5-0600 339.89301 -6.00513 0.1730
WHYJ224100-524515 340.24939 -52.75418 0.2287
CIZAJ2242.8+5301 340.64041 52.99417 0.1798
RXCJ2242.8-6428 340.67035 -64.48410 0.0929
CIZAJ2242.8+5301 340.72083 53.01806 0.1921
MACSJ2243.3-0935 340.83975 -9.59564 0.4400
WHLJ224412-093423 341.05334 -9.57306 0.4340
XCLASS540 341.19299 -72.73500 0.1900
SPTCLJ2245-6207 341.26001 -62.11611 0.5800
MACSJ2245.0+2637 341.26944 26.63462 0.3035
XCLASS541 341.47900 -72.74700 0.0900
A3911 341.57751 -52.72944 0.0965
RXJ2247+0337 341.87125 3.62028 0.2000
A2485 342.13708 -16.10639 0.2472
AS1063 342.18124 -44.52889 0.3475
A3921 342.44583 -64.38508 0.0940
A2495 342.58218 10.90349 0.0803
A2496 342.75250 -16.40667 0.1233
RXCJ2251.7-3206 342.94833 -32.10333 0.2460
WHLJ2254.7+1344 343.68542 13.74139 0.4903
A2507 344.23792 5.54694 0.1960
RMJ225706.2+053349 344.27563 5.56375 0.1755
WHLJ225751+205627 344.46219 20.94081 0.3084
MCXCJ2258.1+2055 344.52957 20.91833 0.2880
AC114 344.70001 -34.80184 0.3120
SPTCLJ2258-4044 344.70584 -40.74000 0.8971
SPTCLJ2259-6057 344.75208 -60.96000 0.7500
RBS1929 345.29041 6.78056 0.0420
SPTCLJ2301-4023 345.47083 -40.38889 0.8349
CLJ2302.8+0844 345.70126 8.73000 0.7220
A2529 346.58148 -13.24621 0.1105
SPTCLJ2306-5120 346.61209 -51.33700 1.2700
RXCJ2306.8-1324 346.71542 -13.41639 0.0659
SPTCLJ2306-6505 346.73376 -65.09000 0.6900
RMJ2307.1+1632 346.78125 16.54611 0.2451
A2533 346.81375 -15.22833 0.1114
MaxBCGJ346.93-09.91 346.93292 -9.90917 0.2242
A2537 347.09262 -2.19217 0.2972
PSZ2G044.46-65.42 347.17398 -19.91843 0.0829
PSZ2G071.82-56.55 347.39667 -4.16664 0.8700
ZwCl2307.6+0713 347.60999 7.57694 0.0400
MACSJ2311.5+0338 347.88791 3.63528 0.2998
A2550 347.88959 -21.74472 0.1226
PLCKESZG080.9-50 347.94855 3.68545 0.3007
A2554 348.08624 -21.50056 0.1108
A2556 348.25375 -21.63194 0.0871
AS1101 348.49417 -42.73389 0.0580
SPTCLJ2315-2127 348.82800 -21.45700 0.5400
A3984 348.93457 -37.78222 0.1805
RXCJ2315.7-0222 348.93832 -2.37694 0.0267
A2566 349.03125 -20.45528 0.0822
SPTCLJ2316-5453 349.21625 -54.89913 0.3515
AS1103 349.26816 -44.29338 0.1372
A2572 349.29416 -18.69111 0.0396
WHLJ231736-090653 349.39957 -9.11472 0.0904
SPTCLJ2317-3239 349.45499 -32.66560 1.0500
MCXCJ2318.0-4235 349.51999 -42.59167 0.2090
A2572B 349.61209 18.72389 0.0378
RCS2318.5+0034 349.63126 0.57167 0.7800
CIZAJ2318.6+4257 349.66376 42.96583 0.0174
RXCJ2319.6-7313 349.92416 -73.23083 0.0970
NGC7618 349.94675 42.85264 0.0173
RCS2319.9+0038 349.97208 0.63694 0.8972
NGC7619 350.06055 8.20625 0.0126
SPTCLJ2320-5233 350.12509 -52.56410 0.7550
WHLJ232126+194507 350.35773 19.75205 0.3145
A3998 350.38916 -41.89889 0.0883
XCLASS1855 350.58701 19.64600 0.2300
PSZ1G108.18-11.53 350.62375 48.77500 0.3347
A2589 350.97293 16.80889 0.0414
A2593 351.08417 14.65111 0.0413
AS1121 351.30417 -41.20833 0.1904
A2597 351.33334 -12.12722 0.0852
RCS2327.4-0204 351.86667 -2.08167 0.7000
RXJ2328.8+1453 352.20792 14.88667 0.4970
SPTCLJ2329-5831 352.47583 -58.52389 0.8100
XLSSC512 352.48401 -56.13600 0.4020
A4010 352.80292 -36.50667 0.0955
SPTCLJ2331-5736 352.91891 -57.61550 1.3800
SPTCLJ2332-5051 352.95792 -50.86389 0.5707
SPTCL2332-5358 353.10400 -53.97300 0.3200
WHLJ233230+485408 353.12628 48.90213 0.3048
1E2331.6+4834 353.51126 48.85222 0.2710
SPTCLJ2334-5308 353.51501 -53.14100 1.2000
A2622 353.77084 27.37000 0.0620
SPTCLJ2335-4544 353.78500 -45.73889 0.5000
WHLJ233514+271458 353.81134 27.24936 0.2830
SPTCLJ2335-5434 353.88101 -54.58600 0.8660
AS1136 354.07083 -31.61028 0.0625
SPTCLJ2336-5252 354.08771 -52.87250 1.2200
A2626 354.12625 21.14250 0.0553
A2627 354.17691 23.91237 0.1285
SPTCLJ2337-5942 354.35400 -59.70500 0.7814
WHLJ233732+210902 354.38419 21.15064 0.1844
A2631 354.41916 0.27667 0.2730
WHLJ233755+271113 354.48166 27.18704 0.1246
A2634 354.60709 27.01250 0.0314
A4023 355.04291 -85.17833 0.1934
A2638 355.12100 -11.70605 0.0825
LCSJ234105-5716 355.27280 -57.26780 0.4600
SPTCLJ2341-5119 355.29901 -51.33300 0.9983
A2645 355.32001 -9.02750 0.2510
SPTCLJ2341-5724 355.35681 -57.41580 1.3800
SPTCLJ2343-5411 355.69000 -54.18889 1.0800
ZwCl2341.1+0000 355.91565 0.27758 0.2700
RXCJ2344.2-0422 356.06659 -4.37347 0.0786
Phoenix 356.17599 -42.71900 0.5960
A2657 356.21252 9.14434 0.0402
SPTCLJ2345-6406 356.25000 -64.09889 0.9400
HCG97 356.84558 -2.32599 0.0218
A4038 356.92999 -28.14139 0.0282
AS1150 356.95251 -35.58861 0.2610
3810 357.70099 29.14302 0.2023
A2665 357.71066 6.14959 0.0560
WHYJ235140-255948 357.91818 -25.99674 0.2042
A2667 357.91959 -26.08361 0.2300
XCLASS287 358.06601 -26.09100 0.2750
SPTCLJ2352-4657 358.06790 -46.96000 0.7300
1RXSJ235324.6-125657 358.35251 -12.94917 9.9999
A2670 358.55704 -10.41902 0.0767
A2675 358.88928 11.42830 0.0713
SPTCLJ2356-5056 358.95499 -50.93694 0.3184
WHYJ235657-324330 359.23831 -32.72505 0.1212
A4059 359.25958 -34.76056 0.0487
XCSJ2357.1-2414 359.28583 -24.24700 0.5800
WHYJ235712-323820 359.29947 -32.63880 0.2729
CODEX-59603 359.43332 0.80194 0.0616
PSZ2G314.26-55.35 359.71201 -60.60900 0.0990
RXJ2359.5-3211 359.89999 -32.18500 0.4780
SPTCLJ0000-5010 359.92084 -50.16000 0.7600
